,poems,class,Emotions
1270,"
The Consecrating Mother
Anne Sexton
I stand before the sea
and it rolls and rolls in its green blood
saying, ""Do not give up one god
for I have a handful.""
The trade winds blew
in their twelve-fingered reversal
and I simply stood on the beach
while the ocean made a cross of salt
and hung up its drowned
and they cried Deo Deo.
The ocean offered them up in the vein of its might.
I wanted to share this
but I stood alone like a pink scarecrow.
 
The ocean steamed in and out,
the ocean gasped upon the shore
but I could not define her,
I could not name her mood, her locked-up faces.
Far off she rolled and rolled
like a woman in labor
and I thought of those who had crossed her,
in antiquity, in nautical trade, in slavery, in war.
I wondered how she had borne those bulwarks.
She should be entered skin to skin,
and put on like one's first or last cloth,
envered like kneeling your way into church,
descending into that ascension,
though she be slick as olive oil,
as she climbs each wave like an embezzler of white.
The big deep knows the law as it wears its gray hat,
though the ocean comes in its destiny,
with its one hundred lips,
and in moonlight she comes in her nudity,
flashing breasts made of milk-water,
flashing buttocks made of unkillable lust,
and at night when you enter her
you shine like a neon soprano.
 
I am that clumsy human
on the shore
loving you, coming, coming,
going,
and wish to put my thumb on you
like The Song of Solomon.
",a,Fear
1271,"
The Tree
Ezra Pound
I stood still and was a tree amid the wood,
Knowing the truth of things unseen before;
Of Daphne and the laurel bow
And that god-feasting couple old
that grew elm-oak amid the wold.
'Twas not until the gods had been
Kindly entreated, and been brought within
Unto the hearth of their heart's home
That they might do this wonder thing;
Nathless I have been a tree amid the wood
And many a new thing understood
That was rank folly to my head before.
",a,Fear
1272,"
The Secret Sits
Robert Frost
We dance round in a ring and suppose,
But the Secret sits in the middle and knows.
",a,Surprise
1273,"
Villonaud for This Yule
Ezra Pound
Towards the Noel that morte saison
<i>(Christ make the shepherds' homage dear!)</i>
Then when the grey wolves everychone
Drink of the winds their chill small-beer
And lap o' the snows food's gueredon
Then makyth my heart his yule-tide cheer
<i>(Skoal! with the dregs if the clear be gone!)</i>
Wineing the ghosts of yester-year.
 
Ask ye what ghost I dream upon?
<i>(What of the magians' scented gear?)</i>
The ghosts of dead loves everyone
That make the stark winds reek with fear
Lest love return with the foison sun
And slay the memories that me cheer
<i>(Such as I drink to mine fashion)</i>
Wineing the ghosts of yester-year.
 
Where are the joys my heart had won?
<i>(Saturn and Mars to Zeus drawn near!)</i>
Where are athe lips mine lay upon,
Aye! where are the glances feat and clear
That bade my heart his valor don?
 
I skoal to the eyes as grey-blown meer
<i>(Who knows whose was that paragon?)</i>
Wineing the ghosts of yester-year.
 
Prince: ask me not what I have done
Nor what God hath that can me cheer
But ye ask first where the winds are gone
Wineing the ghosts of yester-year.
",a,Sad
1274,"
One Sweeps By
Walt Whitman
ONE sweeps by, attended by an immense train,
All emblematic of peace--not a soldier or menial among them.
 
One sweeps by, old, with black eyes, and profuse white hair,
He has the simple magnificence of health and strength,
His face strikes as with flashes of lightning whoever it turns
toward.
 
Three old men slowly pass, followed by three others, and they by
three others,
They are beautiful--the one in the middle of each group holds his
companions by the hand,
As they walk, they give out perfume wherever they walk.
",a,Surprise
1275,"
Angels, in the early morning
Emily Dickinson

 
Angels, in the early morning
May be seen the Dews among,
Stooping--plucking--smiling--flying--
Do the Buds to them belong?
 
Angels, when the sun is hottest
May be seen the sands among,
Stooping--plucking--sighing--flying--
Parched the flowers they bear along.
",a,Happy
1276,"
if everything happens that can't be done
Edward Estlin Cummings
if everything happens that can't be done
(and anything's righter
than books
could plan)
the stupidest teacher will almost guess
(with a run
skip
around we go yes)
there's nothing as something as one
 
one hasn't a why or because or although
(and buds know better
than books
don't grow)
one's anything old being everything new
(with a what
which
around we come who)
one's everyanything so
 
so world is a leaf so tree is a bough
(and birds sing sweeter
than books
tell how)
so here is away and so your is a my
(with a down
up
around again fly)
forever was never till now
 
now i love you and you love me
(and books are shutter
than books
can be)
and deep in the high that does nothing but fall
(with a shout
each
around we go all)
there's somebody calling who's we
 
we're anything brighter than even the sun
(we're everything greater
than books
might mean)
we're everanything more than believe
(with a spin
leap
alive we're alive)
we're wonderful one times one
",a,Surprise
1277,"
Two Sisters of Persephone
Sylvia Plath
Two girls there are : within the house
One sits; the other, without.
Daylong a duet of shade and light
Plays between these.
 
In her dark wainscoted room
The first works problems on
A mathematical machine.
Dry ticks mark time
 
As she calculates each sum.
At this barren enterprise
Rat-shrewd go her squint eyes,
Root-pale her meager frame.
 
Bronzed as earth, the second lies,
Hearing ticks blown gold
Like pollen on bright air. Lulled
Near a bed of poppies,
 
She sees how their red silk flare
Of petaled blood
Burns open to the sun's blade.
On that green alter
 
Freely become sun's bride, the latter
Grows quick with seed.
Grass-couched in her labor's pride,
She bears a king. Turned bitter
 
And sallow as any lemon,
The other, wry virgin to the last,
Goes graveward with flesh laid waste,
Worm-husbanded, yet no woman.
",a,Fear
1278,"
Face Lift
Sylvia Plath
You bring me good news from the clinic,
Whipping off your silk scarf, exhibiting the tight white
Mummy-cloths, smiling: I'm all right.
When I was nine, a lime-green anesthetist
Fed me banana-gas through a frog mask. The nauseous vault
Boomed with bad dreams and the Jovian voices of surgeons.
Then mother swam up, holding a tin basin.
O I was sick.
 
They've changed all that. Traveling
Nude as Cleopatra in my well-boiled hospital shift,
Fizzy with sedatives and unusually humorous,
I roll to an anteroom where a kind man
Fists my fingers for me. He makes me feel something precious
Is leaking from the finger-vents. At the count of two,
Darkness wipes me out like chalk on a blackboard. . .
I don't know a thing.
 
For five days I lie in secret,
Tapped like a cask, the years draining into my pillow.
Even my best friend thinks I'm in the country.
Skin doesn't have roots, it peels away easy as paper.
When I grin, the stitches tauten. I grow backward. I'm twenty,
Broody and in long skirts on my first husband's sofa, my fingers
Buried in the lambswool of the dead poodle;
I hadn't a cat yet.
 
Now she's done for, the dewlapped lady
I watched settle, line by line, in my mirror -- 
Old sock-face, sagged on a darning egg.
They've trapped her in some laboratory jar.
Let her die there, or wither incessantly for the next fifty years,
Nodding and rocking and fingering her thin hair.
Mother to myself, I wake swaddled in gauze,
Pink and smooth as a baby.
",a,Fear
1279,"
Delight becomes pictorial
Emily Dickinson
Delight becomes pictorial
When viewed through pain,--
More fair, because impossible
That any gain.
 
The mountaln at a given distance
In amber lies;
Approached, the amber flits a little,--
And that's the skies!
",a,Happy
1280,"
Autumn--overlooked my Knitting
Emily Dickinson

 
Autumn--overlooked my Knitting--
Dyes--said He--have I--
Could disparage a Flamingo--
Show Me them--said I--
 
Cochineal--I chose--for deeming
It resemble Thee--
And the little Border--Dusker--
For resembling Me--
",a,Happy
1281,"
Make Bright The Arrows
Edna St. Vincent Millay
Make bright the arrows
Gather the shields:
Conquest narrows
The peaceful fields.
 
Stock well the quiver
With arrows bright:
The bowman feared
Need never fight.
 
Make bright the arrows,
O peaceful and wise!
Gather the shields
Against surprise.
",a,Happy
1282,"
The Snow Man
Wallace Stevens
One must have a mind of winter
To regard the frost and the boughs
Of the pine-trees crusted with snow;
 
And have been cold a long time
To behold the junipers shagged with ice,
The spruces rough in the distant glitter
 
Of the January sun; and not to think
Of any misery in the sound of the wind,
In the sound of a few leaves,
 
Which is the sound of the land
Full of the same wind
That is blowing in the same bare place
For the listener, who listens in the snow,
And, nothing himself, beholds
Nothing that is not there and the nothing that is.
",a,Surprise
1283,"
The Dark Day
William Carlos Williams
A three-day-long rain from the east--
an terminable talking, talking
of no consequence--patter, patter, patter.
Hand in hand little winds
blow the thin streams aslant.
Warm. Distance cut off. Seclusion.
A few passers-by, drawn in upon themselves,
hurry from one place to another.
Winds of the white poppy! there is no escape!--
An interminable talking, talking,
talking ... it has happened before.
Backward, backward, backward.
",a,Fear
1284,"
Bloom upon the Mountain--stated
Emily Dickinson

 
Bloom upon the Mountain--stated--
Blameless of a Name--
Efflorescence of a Sunset--
Reproduced--the same--
 
Seed, had I, my Purple Sowing
Should endow the Day--
Not a Topic of a Twilight--
Show itself away--
 
Who for tilling--to the Mountain
Come, and disappear--
Whose be Her Renown, or fading,
Witness, is not here--
 
While I state--the Solemn Petals,
Far as North--and East,
Far as South and West--expanding--
Culminate--in Rest--
 
And the Mountain to the Evening
Fit His Countenance--
Indicating, by no Muscle--
The Experience--
",a,Sad
1285,"
The Garret
Ezra Pound
Come, let us pity those who are better off than we are.
Come, my friend, and remember
        that the rich have butlers and no friends,
And we have friends and no butlers.
Come, let us pity the married and the unmarried.
 
Dawn enters with little feet
        like a gilded Pavlova
And I am near my desire.
Nor has life in it aught better
Than this hour of clear coolness
        the hour of waking together.
",a,Sad
1286,"
Garland for Queens, may be
Emily Dickinson

 
Garland for Queens, may be--
Laurels--for rare degree
Of soul or sword.
Ah--but remembering me--
Ah--but remembering thee--
Nature in chivalry--
Nature in charity--
Nature in equity--
This Rose ordained!
",a,Fear
1287,"
Heart! We will forget him!
Emily Dickinson

 
Heart! We will forget him!
You and I--tonight!
You may forget the warmth he gave--
I will forget the light!
 
When you have done, pray tell me
That I may straight begin!
Haste! lest while you're lagging
I remember him!
",a,Angry
1288,"
Blight
Edna St. Vincent Millay
Hard seeds of hate I planted
That should by now be grown, -- 
Rough stalks, and from thick stamens
A poisonous pollen blown,
And odors rank, unbreathable,
From dark corollas thrown!
 
At dawn from my damp garden
I shook the chilly dew;
The thin boughs locked behind me
That sprang to let me through;
The blossoms slept, -- I sought a place
Where nothing lovely grew.
 
And there, when day was breaking,
I knelt and looked around:
The light was near, the silence
Was palpitant with sound;
I drew my hate from out my breast
 
And thrust it in the ground.
 
Oh, ye so fiercely tended,
Ye little seeds of hate!
I bent above your growing
Early and noon and late,
Yet are ye drooped and pitiful, -- 
I cannot rear ye straight!
 
The sun seeks out my garden,
No nook is left in shade,
No mist nor mold nor mildew
Endures on any blade,
Sweet rain slants under every bough:
Ye falter, and ye fade.
",a,Sad
1289,"
Burnt Norton
Thomas Stearns Eliot
I
Time present and time past
Are both perhaps present in time future,
And time future contained in time past.
If all time is eternally present
All time is unredeemable.
What might have been is an abstraction
Remaining a perpetual possibility
Only in a world of speculation.
What might have been and what has been
Point to one end, which is always present.
Footfalls echo in the memory
Down the passage which we did not take
Towards the door we never opened
Into the rose garden. My words echo
Thus, in your mind.
 
But to what purpose
Disturbing the dust on a bowl of rose-leaves
I do not know.
 
Other echoes
Inhabit the garden. Shall we follow?
Quick, said the bird, find them, find them,
Round the corner. Through the first gate,
Into our first world, shall we follow
The deception of the thrush? Into our first world.
There they were, dignified, invisible,
Moving without pressure, over the dead leaves,
In the autumn heat, through the vibrant air,
And the bird called, in response to
The unheard music hidden in the shrubbery,
And the unseen eyebeam crossed, for the roses
Had the look of flowers that are looked at.
They were there as our guests, accepted and accepting.
So we moved, and they, in a formal pattern,
Along the empty alley, into the box circle,
To look down into the drained pool.
Dry the pool, dry concrete, brown edged,
And the pool was filled with water out of sunlight,
And the lotos rose, quietly, quietly,
The surface glittered out of heart of light,
And they were behind us, reflected in the pool.
Then a cloud passed, and the pool was empty.
Go, said the bird, for the leaves were full of children,
Hidden excitedly, containing laughter.
Go, go, go, said the bird: human kind
Cannot bear very much reality.
Time past and time future
What might have been and what has been
Point to one end, which is always present.

II
Garlic and sapphires in the mud
Clot the bedded axle-tree.
The trilling wire in the blood
Sings below inveterate scars
And reconciles forgotten wars.
The dance along the artery
The circulation of the lymph
Are figured in the drift of stars
Ascend to summer in the tree
We move above the moving tree
In light upon the figured leaf
And hear below the sodden floor
Below, the boarhound and the boar
Pursue their pattern as before
But reconciled among the stars.
 
At the still point of the turning world. Neither flesh nor fleshless;
Neither from nor towards; at the still point, there the dance is,
But neither arrest nor movement. And do not call it fixity,
Where past and future are gathered. Neither movement from nor towards,
Neither ascent nor decline. Except for the point, the still point,
There would be no dance, and there is only the dance.
I can only say, there we have been: but I cannot say where.
And I cannot say, how long, for that is to place it in time.
 
The inner freedom from the practical desire,
The release from action and suffering, release from the inner
And the outer compulsion, yet surrounded
By a grace of sense, a white light still and moving,
Ehrebung without motion, concentration
Without elimination, both a new world
And the old made explicit, understood
In the completion of its partial ecstasy,
The resolution of its partial horror.
Yet the enchainment of past and future
Woven in the weakness of the changing body,
Protects mankind from heaven and damnation
Which flesh cannot endure.
 
Time past and time future
Allow but a little consciousness.
To be conscious is not to be in time
But only in time can the moment in the rose-garden,
The moment in the arbour where the rain beat,
The moment in the draughty church at smokefall
Be remembered; involved with past and future.
Only through time time is conquered.
 
III
Here is a place of disaffection
Time before and time after

In a dim light: neither daylight
Investing form with lucid stillness
Turning shadow into transient beauty
With a slow rotation suggesting permanence
Nor darkness to purify the soul
Emptying the sensual with deprivation
Cleansing affection from the temporal.
Neither plenitude nor vacancy. Only a flicker
Over the strained time-ridden faces
Distracted from distraction by distraction
Filled with fancies and empty of meaning
Tumid apathy with no concentration
Men and bits of paper, whirled by the cold wind
That blows before and after time,
Wind in and out of unwholesome lungs
Time before and time after.
Eructation of unhealthy souls
Into the faded air, the torpid
Driven on the wind that sweeps the gloomy hills of London,
Hampstead and Clerkenwell, Campden and Putney,
Highgate, Primrose and Ludgate. Not here
Not here the darkness, in this twittering world.
 
Descend lower, descend only
Into the world of perpetual solitude,
World not world, but that which is not world,
Internal darkness, deprivation
And destitution of all property,
Desiccation of the world of sense,
Evacuation of the world of fancy,
In operancy of the world of spirit;
This is the one way, and the other
Is the same, not in movement
But abstention from movement; while the world moves
In appetency, on its metalled ways
Of time past and time future.
 
IV
Time and the bell have buried the day,
The black cloud carries the sun away.
Will the sunflower turn to us, will the clematis
Stray down, bend to us; tendril and spray
Clutch and cling?
Chill
Fingers of yew be curled
Down on us? After the kingfisher's wing
Has answered light to light, and is silent, the light is still
At the still point of the turning world.
 
V
Words move, music moves
Only in time; but that which is only living

Can only die. Words, after speech, reach
Into the silence. Only by the form, the pattern,
Can words or music reach
The stillness of the violin, while the note lasts,
Not that only, but the co-existence,
Or say that the end precedes the beginning,
And the end and the beginning were always there
Before the beginning and after the end.
And all is always now. Words strain,
Crack and sometimes break, under the burden,
Under the tension, slip, slide, perish,
Decay with imprecision, will not stay in place,
Will not stay still. Shrieking voices
Scolding, mocking, or merely chattering,
Always assail them. The Word in the desert
Is most attacked by voices of temptation,
The crying shadow in the funeral dance,
The loud lament of the disconsolate chimera.
 
The detail of the pattern is movement,
As in the figure of the ten stairs.
Desire itself is movement
Not in itself undesirable;
Love is itself unmoving,
Only the cause and end of movement,
Timeless, and undesiring
Except in the aspect of time
Caught in the form of limitation
Between un-being and being.
Sudden in a shaft of sunlight
Even while the dust moves
There rises the hidden laughter
Of children in the foliage
Quick now, here, now, always -
Ridiculous the waste sad time
Stretching before and after.
",a,Fear
1290,"
Exiled
Edna St. Vincent Millay
Searching my heart for its true sorrow,
This is the thing I find to be:
That I am weary of words and people,
Sick of the city, wanting the sea;
 
Wanting the sticky, salty sweetness
Of the strong wind and shattered spray;
Wanting the loud sound and the soft sound
Of the big surf that breaks all day.
 
Always before about my dooryard,
Marking the reach of the winter sea,
Rooted in sand and dragging drift-wood,
Straggled the purple wild sweet-pea;
 
Always I climbed the wave at morning,
Shook the sand from my shoes at night,
That now am caught beneath great buildings,
Stricken with noise, confused with light.
 
If I could hear the green piles groaning
Under the windy wooden piers,
See once again the bobbing barrels,
And the black sticks that fence the weirs,
 
If I could see the weedy mussels
Crusting the wrecked and rotting hulls,
Hear once again the hungry crying
Overhead, of the wheeling gulls,
 
Feel once again the shanty straining
Under the turning of the tide,
Fear once again the rising freshet,
Dread the bell in the fog outside, -- 
 
I should be happy, -- that was happy
All day long on the coast of Maine!
I have a need to hold and handle
Shells and anchors and ships again!
 
I should be happy, that am happy
Never at all since I came here.
I am too long away from water.
I have a need of water near.
",a,Fear
1291,"
The Colder The Air
Elizabeth Bishop
We must admire her perfect aim,
this huntress of the winter air
whose level weapon needs no sight,
if it were not that everywhere
her game is sure, her shot is right.
The least of us could do the same.
 
The chalky birds or boats stand still,
reducing her conditions of chance;
air's gallery marks identically
the narrow gallery of her glance.
The target-center in her eye
is equally her aim and will.
 
Time's in her pocket, ticking loud
on one stalled second. She'll consult
not time nor circumstance. She calls
on atmosphere for her result.
(It is this clock that later falls
in wheels and chimes of leaf and cloud.)
",a,Sad
1292,"
Had I the Choice
Walt Whitman
Had I the choice to tally greatest bards,
To limn their portraits, stately, beautiful, and emulate at will,
Homer with all his wars and warriors--Hector, Achilles, Ajax,
Or Shakespeare's woe-entangled Hamlet, Lear, Othello--Tennyson's fair ladies,
Meter or wit the best, or choice conceit to weild in perfect rhyme, delight of singers;
These, these, O sea, all these I'd gladly barter,
Would you the undulation of one wave, its trick to me transfer,
Or breathe one breath of yours upon my verse,
And leave its odor there.
",a,Angry
1293,"
Kindness
Sylvia Plath
Kindness glides about my house.
Dame Kindness, she is so nice!
The blue and red jewels of her rings smoke
In the windows, the mirrors
Are filling with smiles.
 
What is so real as the cry of a child?
A rabbit's cry may be wilder
But it has no soul.
Sugar can cure everything, so Kindness says.
Sugar is a necessary fluid,
Its crystals a little poultice.
 
O kindness, kindness
Sweetly picking up pieces!
My Japanese silks, desperate butterflies,
May be pinned any minute, anesthetized.
 
And here you come, with a cup of tea
Wreathed in steam.
The blood jet is poetry,
There is no stopping it.
You hand me two children, two roses.
",a,Angry
1294,"
Elegy Before Death
Edna St. Vincent Millay
There will be rose and rhododendron
When you are dead and under ground;
Still will be heard from white syringas
Heavy with bees, a sunny sound;
 
Still will the tamaracks be raining
After the rain has ceased, and still
Will there be robins in the stubble,
Brown sheep upon the warm green hill.
 
Spring will not ail nor autumn falter;
Nothing will know that you are gone,
Saving alone some sullen plough-land
None but yourself sets foot upon;
 
Saving the may-weed and the pig-weed
Nothing will know that you are dead, -- 
These, and perhaps a useless wagon
Standing beside some tumbled shed.
 
Oh, there will pass with your great passing
Little of beauty not your own, -- 
Only the light from common water,
Only the grace from simple stone!
",a,Fear
1295,"
Strayed Crab
Elizabeth Bishop
This is not my home. How did I get so far from water? It must
be over that way somewhere.
I am the color of wine, of tinta. The inside of my powerful
right claw is saffron-yellow. See, I see it now; I wave it like a
flag. I am dapper and elegant; I move with great precision,
cleverly managing all my smaller yellow claws. I believe in the
oblique, the indirect approach, and I keep my feelings to myself.
But on this strange, smooth surface I am making too much
noise. I wasn't meant for this. If I maneuver a bit and keep a
sharp lookout, I shall find my pool again. Watch out for my right
claw, all passersby! This place is too hard. The rain has stopped,
and it is damp, but still not wet enough to please me.
My eyes are good, though small; my shell is tough and tight.
In my own pool are many small gray fish. I see right through
them. Only their large eyes are opaque, and twitch at me. They
are hard to catch but I, I catch them quickly in my arms and
eat them up.
What is that big soft monster, like a yellow cloud, stifling
and warm? What is it doing? It pats my back. Out, claw. There,
I have frightened it away. It's sitting down, pretending nothing's
happened. I'll skirt it. It's still pretending not to see me. Out of
my way, O monster. I own a pool, all the little fish that swim in it,
and all the skittering waterbugs that smell like rotten apples.
Cheer up, O grievous snail. I tap your shell, encouragingly,
not that you will ever know about it.
And I want nothing to do with you, either, sulking toad.
Imagine, at least four times my size and yet so vulnerable... I
could open your belly with my claw. You glare and bulge, a
watchdog near my pool; you make a loud and hollow noise. I
do not care for such stupidity. I admire compression, lightness,
and agility, all rare in this loose world.
",a,Fear
1296,"
Renascence
Edna St. Vincent Millay
All I could see from where I stood
Was three long mountains and a wood;
I turned and looked another way,
And saw three islands in a bay.
So with my eyes I traced the line
Of the horizon, thin and fine,
Straight around till I was come
Back to where I'd started from;
And all I saw from where I stood
Was three long mountains and a wood.
Over these things I could not see;
These were the things that bounded me;
And I could touch them with my hand,
Almost, I thought, from where I stand.
And all at once things seemed so small
My breath came short, and scarce at all.
But, sure, the sky is big, I said;
Miles and miles above my head;
So here upon my back I'll lie
And look my fill into the sky.
And so I looked, and, after all,
The sky was not so very tall.
The sky, I said, must somewhere stop,
And -- sure enough! -- I see the top!
The sky, I thought, is not so grand;
I 'most could touch it with my hand!
And, reaching up my hand to try,
I screamed to feel it touch the sky.
 
I screamed, and -- lo! -- Infinity
Came down and settled over me;
And, pressing of the Undefined
The definition on my mind,
Held up before my eyes a glass
Through which my shrinking sight did pass
Until it seemed I must behold
Immensity made manifold;
Whispered to me a word whose sound
Deafened the air for worlds around,
And brought unmuffled to my ears
The gossiping of friendly spheres,
The creaking of the tented sky,
The ticking of Eternity.
I saw and heard, and knew at last
The How and Why of all things, past,
And present, and forevermore.
The universe, cleft to the core,
Lay open to my probing sense
That, sick'ning, I would fain pluck thence
But could not, -- nay! But needs must suck
At the great wound, and could not pluck
My lips away till I had drawn

All venom out. -- Ah, fearful pawn!
For my omniscience paid I toll
In infinite remorse of soul.
All sin was of my sinning, all
Atoning mine, and mine the gall
Of all regret. Mine was the weight
Of every brooded wrong, the hate
That stood behind each envious thrust,
Mine every greed, mine every lust.
And all the while for every grief,
Each suffering, I craved relief
With individual desire, --
Craved all in vain! And felt fierce fire
About a thousand people crawl;
Perished with each, -- then mourned for all!
A man was starving in Capri;
He moved his eyes and looked at me;
I felt his gaze, I heard his moan,
And knew his hunger as my own.
I saw at sea a great fog-bank
Between two ships that struck and sank;
A thousand screams the heavens smote;
And every scream tore through my throat.
No hurt I did not feel, no death
That was not mine; mine each last breath
That, crying, met an answering cry
From the compassion that was I.
All suffering mine, and mine its rod;
Mine, pity like the pity of God.
Ah, awful weight! Infinity
Pressed down upon the finite Me!
My anguished spirit, like a bird,
Beating against my lips I heard;
Yet lay the weight so close about
There was no room for it without.
And so beneath the Weight lay I
And suffered death, but could not die.
 
Long had I lain thus, craving death,
When quietly the earth beneath
Gave way, and inch by inch, so great
At last had grown the crushing weight,
Into the earth I sank till I
Full six feet under ground did lie,
And sank no more, -- there is no weight
Can follow here, however great.
From off my breast I felt it roll,
And as it went my tortured soul
Burst forth and fled in such a gust
That all about me swirled the dust.
 
Deep in the earth I rested now;

Cool is its hand upon the brow
And soft its breast beneath the head
Of one who is so gladly dead.
And all at once, and over all,
The pitying rain began to fall;
I lay and heard each pattering hoof
Upon my lowly, thatched roof,
And seemed to love the sound far more
Than ever I had done before.
For rain it hath a friendly sound
To one who's six feet underground;
And scarce the friendly voice or face:
A grave is such a quiet place.
 
The rain, I said, is kind to come
And speak to me in my new home.
I would I were alive again
To kiss the fingers of the rain,
To drink into my eyes the shine
Of every slanting silver line,
To catch the freshened, fragrant breeze
From drenched and dripping apple-trees.
For soon the shower will be done,
And then the broad face of the sun
Will laugh above the rain-soaked earth
Until the world with answering mirth
Shakes joyously, and each round drop
Rolls, twinkling, from its grass-blade top.
How can I bear it; buried here,
While overhead the sky grows clear
And blue again after the storm?
O, multi-colored, multiform,
Beloved beauty over me,
That I shall never, never see
Again! Spring-silver, autumn-gold,
That I shall never more behold!
Sleeping your myriad magics through,
Close-sepulchred away from you!
O God, I cried, give me new birth,
And put me back upon the earth!
Upset each cloud's gigantic gourd
And let the heavy rain, down-poured
In one big torrent, set me free,
Washing my grave away from me!
 
I ceased; and, through the breathless hush
That answered me, the far-off rush
Of herald wings came whispering
Like music down the vibrant string
Of my ascending prayer, and -- crash!
Before the wild wind's whistling lash
The startled storm-clouds reared on high

And plunged in terror down the sky,
And the big rain in one black wave
Fell from the sky and struck my grave.
 
I know not how such things can be
I only know there came to me
A fragrance such as never clings
To aught save happy living things;
A sound as of some joyous elf
Singing sweet songs to please himself,
And, through and over everything,
A sense of glad awakening.
The grass, a-tiptoe at my ear,
Whispering to me I could hear;
I felt the rain's cool finger-tips
Brushed tenderly across my lips,
Laid gently on my sealed sight,
And all at once the heavy night
Fell from my eyes and I could see, --
A drenched and dripping apple-tree,
A last long line of silver rain,
A sky grown clear and blue again.
And as I looked a quickening gust
Of wind blew up to me and thrust
Into my face a miracle
Of orchard-breath, and with the smell, --
I know not how such things can be! --
I breathed my soul back into me.
Ah! Up then from the ground sprang I
And hailed the earth with such a cry
As is not heard save from a man
Who has been dead, and lives again.
About the trees my arms I wound;
Like one gone mad I hugged the ground;
I raised my quivering arms on high;
I laughed and laughed into the sky,
Till at my throat a strangling sob
Caught fiercely, and a great heart-throb
Sent instant tears into my eyes;
O God, I cried, no dark disguise
Can e'er hereafter hide from me
Thy radiant identity!
Thou canst not move across the grass
But my quick eyes will see Thee pass,
Nor speak, however silently,
But my hushed voice will answer Thee.
I know the path that tells Thy way
Through the cool eve of every day;
God, I can push the grass apart
And lay my finger on Thy heart!
 
The world stands out on either side

No wider than the heart is wide;
Above the world is stretched the sky, --
No higher than the soul is high.
The heart can push the sea and land
Farther away on either hand;
The soul can split the sky in two,
And let the face of God shine through.
But East and West will pinch the heart
That cannot keep them pushed apart;
And he whose soul is flat -- the sky
Will cave in on him by and by.
",a,Sad
1297,"
A Hunger So Honed
Tracy K Smith
Driving home late through town
He woke me for a deer in the road,
The light smudge of it fragile in the distance,

Free in a way that made me ashamed for our flesh--
His hand on my hand, even the weight
Of our voices not speaking.

I watched a long time
And a long time after we were too far to see,
Told myself I still saw it nosing the shrubs,

All phantom and shadow, so silent
It must have seemed I hadn't wakened,
But passed into a deeper, more cogent state of dream--

The mind a dark city, a disappearing,
A handkerchief
Swallowed by a fist.

I thought of the animal's mouth
And the hunger entrusted it. A hunger
So honed the green leaves merely maintain it.

We want so much,
When perhaps we live best
In the spaces between loves,

That unconscious roving,
The heart its own rough animal.
Unfettered.


The second time,
There were two that faced us a moment
The way deer will in their Greek perfection,

As though we were just some offering
The night had delivered.
They disappeared between two houses,

And we drove on, our own limbs
Sloppy after that, our need for one another
Greedy, weak
",a,Sad
1298,"
If I have made, my lady, intricate
Edward Estlin Cummings
If I have made, my lady, intricate
imperfect various things chiefly which wrong
your eyes (frailer than most deep dreams are frail)
songs less firm than your body's whitest song
upon my mind - if I have failed to snare
the glance too shy - if through my singing slips
the very skillful strangeness of your smile
the keen primeval silence of your hair
 
- let the world say ""his most wise music stole
nothing from death"" -
   you will only create
(who are so perfectly alive) my shame:
lady whose profound and fragile lips
the sweet small clumsy feet of April came
 
into the ragged meadow of my soul.
",a,Surprise
1299,"
As I Lay With My Head in Your Lap, Camerado
Walt Whitman
As I lay with my head in your lap, camerado,
The confession I made I resume -- what I said to you in the open air I resume:
I know I am restless, and make others so;
I know my words are weapons, full of danger, full of death;
For I confront peace, security, and all the settled laws, to unsettle them;
I am more resolute because all have denied me, than I could ever have been had all
accepted me;
I heed not, and have never heeded eiher experience, cautions, majorities, or
ridicule;
And the threat of what is called hell is little or nothing to me;
And the lure of what is called heaven is little or nothing to me;
Dear camerado! I confess I have urged you onward with me, and still urge you,
without the least idea what is our destination,
Or whether we shall be victorious, or utterly quelled and defeated.
",a,Fear
1300,"
bustle in a house, The
Emily Dickinson
The bustle in a house
The morning after death
Is solemnest of industries
Enacted upon earth,--
 
The sweeping up the heart,
And putting love away
We shall not want to use again
Until eternity.
",a,Angry
1301,"
I could not drink it, Sweet
Emily Dickinson

 
I could not drink it, Sweet,
Till You had tasted first,
Though cooler than the Water was
The Thoughtfullness of Thirst.
",a,Happy
1302,"
Behavior
Walt Whitman
BEHAVIOR--fresh, native, copious, each one for himself or herself,
Nature and the Soul expressed--America and freedom expressed--In it
the finest art,
In it pride, cleanliness, sympathy, to have their chance,
In it physique, intellect, faith--in it just as much as to manage an
army or a city, or to write a book--perhaps more,
The youth, the laboring person, the poor person, rivalling all the
rest--perhaps outdoing the rest,
The effects of the universe no greater than its;
For there is nothing in the whole universe that can be more effective
than a man's or woman's daily behavior can be,
In any position, in any one of These States.
",a,Surprise
